sa4_code,sa4_name,state_code,state_name,anzsic_division,anzsic_name,employed_persons
120,Sydney - Inner West,1,New South Wales,H,Accommodation and Food Services,9237
120,Sydney - Inner West,1,New South Wales,I,"Transport, Postal and Warehousing",5515
120,Sydney - Inner West,1,New South Wales,J,Information Media and Telecommunications,5314
120,Sydney - Inner West,1,New South Wales,K,Financial and Insurance Services,13776
120,Sydney - Inner West,1,New South Wales,L,"Rental, Hiring and Real Estate Services",3607
120,Sydney - Inner West,1,New South Wales,M,"Professional, Scientific and Technical Services",21892
120,Sydney - Inner West,1,New South Wales,N,Administrative and Support Services,5317
120,Sydney - Inner West,1,New South Wales,O,Public Administration and Safety,8680
120,Sydney - Inner West,1,New South Wales,P,Education and Training,14549
120,Sydney - Inner West,1,New South Wales,Q,Health Care and Social Assistance,21095
120,Sydney - Inner West,1,New South Wales,R,Arts and Recreation Services,3094
120,Sydney - Inner West,1,New South Wales,S,Other Services,4383
120,Sydney - Inner West,1,New South Wales,_T,Total,158306
121,Sydney - North Sydney and Hornsby,1,New South Wales,A,"Agriculture, Forestry and Fishing",719
121,Sydney - North Sydney and Hornsby,1,New South Wales,B,Mining,498
121,Sydney - North Sydney and Hornsby,1,New South Wales,C,Manufacturing,7164
121,Sydney - North Sydney and Hornsby,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",1357
121,Sydney - North Sydney and Hornsby,1,New South Wales,E,Construction,10580
121,Sydney - North Sydney and Hornsby,1,New South Wales,F,Wholesale Trade,7491
121,Sydney - North Sydney and Hornsby,1,New South Wales,G,Retail Trade,15015
121,Sydney - North Sydney and Hornsby,1,New South Wales,H,Accommodation and Food Services,9738
121,Sydney - North Sydney and Hornsby,1,New South Wales,I,"Transport, Postal and Warehousing",5184
121,Sydney - North Sydney and Hornsby,1,New South Wales,J,Information Media and Telecommunications,7777
121,Sydney - North Sydney and Hornsby,1,New South Wales,K,Financial and Insurance Services,25067
121,Sydney - North Sydney and Hornsby,1,New South Wales,L,"Rental, Hiring and Real Estate Services",5744
121,Sydney - North Sydney and Hornsby,1,New South Wales,M,"Professional, Scientific and Technical Services",39048
121,Sydney - North Sydney and Hornsby,1,New South Wales,N,Administrative and Support Services,6087
121,Sydney - North Sydney and Hornsby,1,New South Wales,O,Public Administration and Safety,9412
121,Sydney - North Sydney and Hornsby,1,New South Wales,P,Education and Training,19551
121,Sydney - North Sydney and Hornsby,1,New South Wales,Q,Health Care and Social Assistance,29119
121,Sydney - North Sydney and Hornsby,1,New South Wales,R,Arts and Recreation Services,3395
121,Sydney - North Sydney and Hornsby,1,New South Wales,S,Other Services,5643
121,Sydney - North Sydney and Hornsby,1,New South Wales,_T,Total,217473
122,Sydney - Northern Beaches,1,New South Wales,A,"Agriculture, Forestry and Fishing",464
122,Sydney - Northern Beaches,1,New South Wales,B,Mining,211
122,Sydney - Northern Beaches,1,New South Wales,C,Manufacturing,5909
122,Sydney - Northern Beaches,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",913
122,Sydney - Northern Beaches,1,New South Wales,E,Construction,12896
122,Sydney - Northern Beaches,1,New South Wales,F,Wholesale Trade,4673
122,Sydney - Northern Beaches,1,New South Wales,G,Retail Trade,11601
122,Sydney - Northern Beaches,1,New South Wales,H,Accommodation and Food Services,7457
122,Sydney - Northern Beaches,1,New South Wales,I,"Transport, Postal and Warehousing",3685
122,Sydney - Northern Beaches,1,New South Wales,J,Information Media and Telecommunications,4148
122,Sydney - Northern Beaches,1,New South Wales,K,Financial and Insurance Services,9866
122,Sydney - Northern Beaches,1,New South Wales,L,"Rental, Hiring and Real Estate Services",3348
122,Sydney - Northern Beaches,1,New South Wales,M,"Professional, Scientific and Technical Services",19487
122,Sydney - Northern Beaches,1,New South Wales,N,Administrative and Support Services,4651
122,Sydney - Northern Beaches,1,New South Wales,O,Public Administration and Safety,5434
122,Sydney - Northern Beaches,1,New South Wales,P,Education and Training,11870
122,Sydney - Northern Beaches,1,New South Wales,Q,Health Care and Social Assistance,16022
122,Sydney - Northern Beaches,1,New South Wales,R,Arts and Recreation Services,2513
122,Sydney - Northern Beaches,1,New South Wales,S,Other Services,4633
122,Sydney - Northern Beaches,1,New South Wales,_T,Total,136223
123,Sydney - Outer South West,1,New South Wales,A,"Agriculture, Forestry and Fishing",926
123,Sydney - Outer South West,1,New South Wales,B,Mining,661
123,Sydney - Outer South West,1,New South Wales,C,Manufacturing,10696
123,Sydney - Outer South West,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",1493
123,Sydney - Outer South West,1,New South Wales,E,Construction,14350
123,Sydney - Outer South West,1,New South Wales,F,Wholesale Trade,4293
123,Sydney - Outer South West,1,New South Wales,G,Retail Trade,13322
123,Sydney - Outer South West,1,New South Wales,H,Accommodation and Food Services,6867
123,Sydney - Outer South West,1,New South Wales,I,"Transport, Postal and Warehousing",9743
123,Sydney - Outer South West,1,New South Wales,J,Information Media and Telecommunications,1459
123,Sydney - Outer South West,1,New South Wales,K,Financial and Insurance Services,4785
123,Sydney - Outer South West,1,New South Wales,L,"Rental, Hiring and Real Estate Services",1921
123,Sydney - Outer South West,1,New South Wales,M,"Professional, Scientific and Technical Services",6762
123,Sydney - Outer South West,1,New South Wales,N,Administrative and Support Services,4040
123,Sydney - Outer South West,1,New South Wales,O,Public Administration and Safety,8460
123,Sydney - Outer South West,1,New South Wales,P,Education and Training,11629
123,Sydney - Outer South West,1,New South Wales,Q,Health Care and Social Assistance,18616
123,Sydney - Outer South West,1,New South Wales,R,Arts and Recreation Services,1366
123,Sydney - Outer South West,1,New South Wales,S,Other Services,4738
123,Sydney - Outer South West,1,New South Wales,_T,Total,132941
124,Sydney - Outer West and Blue Mountains,1,New South Wales,A,"Agriculture, Forestry and Fishing",1365
124,Sydney - Outer West and Blue Mountains,1,New South Wales,B,Mining,418
124,Sydney - Outer West and Blue Mountains,1,New South Wales,C,Manufacturing,10580
124,Sydney - Outer West and Blue Mountains,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",2268
124,Sydney - Outer West and Blue Mountains,1,New South Wales,E,Construction,17890
124,Sydney - Outer West and Blue Mountains,1,New South Wales,F,Wholesale Trade,4975
124,Sydney - Outer West and Blue Mountains,1,New South Wales,G,Retail Trade,14740
124,Sydney - Outer West and Blue Mountains,1,New South Wales,H,Accommodation and Food Services,8367
124,Sydney - Outer West and Blue Mountains,1,New South Wales,I,"Transport, Postal and Warehousing",9751
124,Sydney - Outer West and Blue Mountains,1,New South Wales,J,Information Media and Telecommunications,1801
124,Sydney - Outer West and Blue Mountains,1,New South Wales,K,Financial and Insurance Services,5464
124,Sydney - Outer West and Blue Mountains,1,New South Wales,L,"Rental, Hiring and Real Estate Services",2371
124,Sydney - Outer West and Blue Mountains,1,New South Wales,M,"Professional, Scientific and Technical Services",8138
124,Sydney - Outer West and Blue Mountains,1,New South Wales,N,Administrative and Support Services,4488
124,Sydney - Outer West and Blue Mountains,1,New South Wales,O,Public Administration and Safety,11641
124,Sydney - Outer West and Blue Mountains,1,New South Wales,P,Education and Training,15212
124,Sydney - Outer West and Blue Mountains,1,New South Wales,Q,Health Care and Social Assistance,21490
124,Sydney - Outer West and Blue Mountains,1,New South Wales,R,Arts and Recreation Services,2158
124,Sydney - Outer West and Blue Mountains,1,New South Wales,S,Other Services,5765
124,Sydney - Outer West and Blue Mountains,1,New South Wales,_T,Total,155914
125,Sydney - Parramatta,1,New South Wales,A,"Agriculture, Forestry and Fishing",495
125,Sydney - Parramatta,1,New South Wales,B,Mining,223
125,Sydney - Parramatta,1,New South Wales,C,Manufacturing,12812
125,Sydney - Parramatta,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",1651
125,Sydney - Parramatta,1,New South Wales,E,Construction,14837
125,Sydney - Parramatta,1,New South Wales,F,Wholesale Trade,7606
125,Sydney - Parramatta,1,New South Wales,G,Retail Trade,18756
125,Sydney - Parramatta,1,New South Wales,H,Accommodation and Food Services,11091
125,Sydney - Parramatta,1,New South Wales,I,"Transport, Postal and Warehousing",11471
125,Sydney - Parramatta,1,New South Wales,J,Information Media and Telecommunications,4178
125,Sydney - Parramatta,1,New South Wales,K,Financial and Insurance Services,13717
125,Sydney - Parramatta,1,New South Wales,L,"Rental, Hiring and Real Estate Services",3109
125,Sydney - Parramatta,1,New South Wales,M,"Professional, Scientific and Technical Services",20590
125,Sydney - Parramatta,1,New South Wales,N,Administrative and Support Services,7141
125,Sydney - Parramatta,1,New South Wales,O,Public Administration and Safety,10384
125,Sydney - Parramatta,1,New South Wales,P,Education and Training,14781
125,Sydney - Parramatta,1,New South Wales,Q,Health Care and Social Assistance,28953
125,Sydney - Parramatta,1,New South Wales,R,Arts and Recreation Services,2072
125,Sydney - Parramatta,1,New South Wales,S,Other Services,5727
125,Sydney - Parramatta,1,New South Wales,_T,Total,202211
126,Sydney - Ryde,1,New South Wales,A,"Agriculture, Forestry and Fishing",217
126,Sydney - Ryde,1,New South Wales,B,Mining,166
126,Sydney - Ryde,1,New South Wales,C,Manufacturing,4615
126,Sydney - Ryde,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",704
126,Sydney - Ryde,1,New South Wales,E,Construction,6105
126,Sydney - Ryde,1,New South Wales,F,Wholesale Trade,4201
126,Sydney - Ryde,1,New South Wales,G,Retail Trade,8097
126,Sydney - Ryde,1,New South Wales,H,Accommodation and Food Services,5137
126,Sydney - Ryde,1,New South Wales,I,"Transport, Postal and Warehousing",3189
126,Sydney - Ryde,1,New South Wales,J,Information Media and Telecommunications,3485
126,Sydney - Ryde,1,New South Wales,K,Financial and Insurance Services,8796
126,Sydney - Ryde,1,New South Wales,L,"Rental, Hiring and Real Estate Services",2304
126,Sydney - Ryde,1,New South Wales,M,"Professional, Scientific and Technical Services",14709
126,Sydney - Ryde,1,New South Wales,N,Administrative and Support Services,2701
126,Sydney - Ryde,1,New South Wales,O,Public Administration and Safety,4327
126,Sydney - Ryde,1,New South Wales,P,Education and Training,9469
126,Sydney - Ryde,1,New South Wales,Q,Health Care and Social Assistance,13627
126,Sydney - Ryde,1,New South Wales,R,Arts and Recreation Services,1391
126,Sydney - Ryde,1,New South Wales,S,Other Services,2840
126,Sydney - Ryde,1,New South Wales,_T,Total,100598
127,Sydney - South West,1,New South Wales,A,"Agriculture, Forestry and Fishing",1310
127,Sydney - South West,1,New South Wales,B,Mining,211
127,Sydney - South West,1,New South Wales,C,Manufacturing,15836
127,Sydney - South West,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",1530
127,Sydney - South West,1,New South Wales,E,Construction,15520
127,Sydney - South West,1,New South Wales,F,Wholesale Trade,6255
127,Sydney - South West,1,New South Wales,G,Retail Trade,17759
127,Sydney - South West,1,New South Wales,H,Accommodation and Food Services,8941
127,Sydney - South West,1,New South Wales,I,"Transport, Postal and Warehousing",13699
127,Sydney - South West,1,New South Wales,J,Information Media and Telecommunications,2228
127,Sydney - South West,1,New South Wales,K,Financial and Insurance Services,8490
127,Sydney - South West,1,New South Wales,L,"Rental, Hiring and Real Estate Services",2354
127,Sydney - South West,1,New South Wales,M,"Professional, Scientific and Technical Services",9478
127,Sydney - South West,1,New South Wales,N,Administrative and Support Services,5683
127,Sydney - South West,1,New South Wales,O,Public Administration and Safety,9943
127,Sydney - South West,1,New South Wales,P,Education and Training,12756
127,Sydney - South West,1,New South Wales,Q,Health Care and Social Assistance,22417
127,Sydney - South West,1,New South Wales,R,Arts and Recreation Services,1675
127,Sydney - South West,1,New South Wales,S,Other Services,6123
127,Sydney - South West,1,New South Wales,_T,Total,173019
128,Sydney - Sutherland,1,New South Wales,A,"Agriculture, Forestry and Fishing",226
128,Sydney - Sutherland,1,New South Wales,B,Mining,229
128,Sydney - Sutherland,1,New South Wales,C,Manufacturing,5666
128,Sydney - Sutherland,1,New South Wales,D,"Electricity, Gas, Water and Waste Services",1152
128,Sydney - Sutherland,1,New South Wales,E,Construction,13245
128,Sydney - Sutherland,1,New South Wales,F,Wholesale Trade,3495
128,Sydney - Sutherland,1,New South Wales,G,Retail Trade,9754
128,Sydney - Sutherland,1,New South Wales,H,Accommodation and Food Services,5403
128,Sydney - Sutherland,1,New South Wales,I,"Transport, Postal and Warehousing",6648
128,Sydney - Sutherland,1,New South Wales,J,Information Media and Telecommunications,1936
128,Sydney - Sutherland,1,New South Wales,K,Financial and Insurance Services,7042
128,Sydney - Sutherland,1,New South Wales,L,"Rental, Hiring and Real Estate Services",2473
128,Sydney - Sutherland,1,New South Wales,M,"Professional, Scientific and Technical Services",11335
128,Sydney - Sutherland,1,New South Wales,N,Administrative and Support Services,3350
128,Sydney - Sutherland,1,New South Wales,O,Public Administration and Safety,7992
128,Sydney - Sutherland,1,New South Wales,P,Education and Training,11791
128,Sydney - Sutherland,1,New South Wales,Q,Health Care and Social Assistance,14677
128,Sydney - Sutherland,1,New South Wales,R,Arts and Recreation Services,1890
128,Sydney - Sutherland,1,New South Wales,S,Other Services,4372
128,Sydney - Sutherland,1,New South Wales,_T,Total,117099
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,A,"Agriculture, Forestry and Fishing",0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,B,Mining,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,C,Manufacturing,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,D,"Electricity, Gas, Water and Waste Services",0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,E,Construction,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,F,Wholesale Trade,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,G,Retail Trade,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,H,Accommodation and Food Services,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,I,"Transport, Postal and Warehousing",0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,J,Information Media and Telecommunications,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,K,Financial and Insurance Services,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,L,"Rental, Hiring and Real Estate Services",0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,M,"Professional, Scientific and Technical Services",0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,N,Administrative and Support Services,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,O,Public Administration and Safety,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,P,Education and Training,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,Q,Health Care and Social Assistance,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,R,Arts and Recreation Services,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,S,Other Services,0
197,Migratory - Offshore - Shipping (NSW),1,New South Wales,_T,Total,0
199,No usual address (NSW),1,New South Wales,A,"Agriculture, Forestry and Fishing",130
199,No usual address (NSW),1,New South Wales,B,Mining,41
199,No usual address (NSW),1,New South Wales,C,Manufacturing,135
199,No usual address (NSW),1,New South Wales,D,"Electricity, Gas, Water and Waste Services",23
199,No usual address (NSW),1,New South Wales,E,Construction,246
199,No usual address (NSW),1,New South Wales,F,Wholesale Trade,57
199,No usual address (NSW),1,New South Wales,G,Retail Trade,196
199,No usual address (NSW),1,New South Wales,H,Accommodation and Food Services,235
199,No usual address (NSW),1,New South Wales,I,"Transport, Postal and Warehousing",134
199,No usual address (NSW),1,New South Wales,J,Information Media and Telecommunications,40
199,No usual address (NSW),1,New South Wales,K,Financial and Insurance Services,78
199,No usual address (NSW),1,New South Wales,L,"Rental, Hiring and Real Estate Services",20
199,No usual address (NSW),1,New South Wales,M,"Professional, Scientific and Technical Services",187
199,No usual address (NSW),1,New South Wales,N,Administrative and Support Services,113
199,No usual address (NSW),1,New South Wales,O,Public Administration and Safety,150
199,No usual address (NSW),1,New South Wales,P,Education and Training,137
199,No usual address (NSW),1,New South Wales,Q,Health Care and Social Assistance,287
199,No usual address (NSW),1,New South Wales,R,Arts and Recreation Services,76
199,No usual address (NSW),1,New South Wales,S,Other Services,68
199,No usual address (NSW),1,New South Wales,_T,Total,2511
201,Ballarat,2,Victoria,A,"Agriculture, Forestry and Fishing",3024
201,Ballarat,2,Victoria,B,Mining,612
201,Ballarat,2,Victoria,C,Manufacturing,5895
201,Ballarat,2,Victoria,D,"Electricity, Gas, Water and Waste Services",801
201,Ballarat,2,Victoria,E,Construction,7832
201,Ballarat,2,Victoria,F,Wholesale Trade,1488
201,Ballarat,2,Victoria,G,Retail Trade,7483
201,Ballarat,2,Victoria,H,Accommodation and Food Services,5507
201,Ballarat,2,Victoria,I,"Transport, Postal and Warehousing",2950
201,Ballarat,2,Victoria,J,Information Media and Telecommunications,995
201,Ballarat,2,Victoria,K,Financial and Insurance Services,1310
201,Ballarat,2,Victoria,L,"Rental, Hiring and Real Estate Services",863
201,Ballarat,2,Victoria,M,"Professional, Scientific and Technical Services",4093
201,Ballarat,2,Victoria,N,Administrative and Support Services,2124
201,Ballarat,2,Victoria,O,Public Administration and Safety,5065
201,Ballarat,2,Victoria,P,Education and Training,7766
201,Ballarat,2,Victoria,Q,Health Care and Social Assistance,13885
201,Ballarat,2,Victoria,R,Arts and Recreation Services,1511
201,Ballarat,2,Victoria,S,Other Services,2770
201,Ballarat,2,Victoria,_T,Total,78847
202,Bendigo,2,Victoria,A,"Agriculture, Forestry and Fishing",2932
202,Bendigo,2,Victoria,B,Mining,1240
202,Bendigo,2,Victoria,C,Manufacturing,6368
202,Bendigo,2,Victoria,D,"Electricity, Gas, Water and Waste Services",896
202,Bendigo,2,Victoria,E,Construction,7092
202,Bendigo,2,Victoria,F,Wholesale Trade,1345
202,Bendigo,2,Victoria,G,Retail Trade,7184
202,Bendigo,2,Victoria,H,Accommodation and Food Services,4836
202,Bendigo,2,Victoria,I,"Transport, Postal and Warehousing",2580
202,Bendigo,2,Victoria,J,Information Media and Telecommunications,792
202,Bendigo,2,Victoria,K,Financial and Insurance Services,2350
202,Bendigo,2,Victoria,L,"Rental, Hiring and Real Estate Services",757
202,Bendigo,2,Victoria,M,"Professional, Scientific and Technical Services",3873
202,Bendigo,2,Victoria,N,Administrative and Support Services,2111
202,Bendigo,2,Victoria,O,Public Administration and Safety,5009
202,Bendigo,2,Victoria,P,Education and Training,6871
202,Bendigo,2,Victoria,Q,Health Care and Social Assistance,13606
202,Bendigo,2,Victoria,R,Arts and Recreation Services,1279
202,Bendigo,2,Victoria,S,Other Services,2752
202,Bendigo,2,Victoria,_T,Total,76625
203,Geelong,2,Victoria,A,"Agriculture, Forestry and Fishing",2529
203,Geelong,2,Victoria,B,Mining,407
203,Geelong,2,Victoria,C,Manufacturing,9368
203,Geelong,2,Victoria,D,"Electricity, Gas, Water and Waste Services",1867
203,Geelong,2,Victoria,E,Construction,18147
203,Geelong,2,Victoria,F,Wholesale Trade,3966
203,Geelong,2,Victoria,G,Retail Trade,16182
203,Geelong,2,Victoria,H,Accommodation and Food Services,10844
203,Geelong,2,Victoria,I,"Transport, Postal and Warehousing",6067
203,Geelong,2,Victoria,J,Information Media and Telecommunications,1481
203,Geelong,2,Victoria,K,Financial and Insurance Services,4557
203,Geelong,2,Victoria,L,"Rental, Hiring and Real Estate Services",1982
203,Geelong,2,Victoria,M,"Professional, Scientific and Technical Services",9853
203,Geelong,2,Victoria,N,Administrative and Support Services,4470
203,Geelong,2,Victoria,O,Public Administration and Safety,10190
203,Geelong,2,Victoria,P,Education and Training,15565
203,Geelong,2,Victoria,Q,Health Care and Social Assistance,26397
203,Geelong,2,Victoria,R,Arts and Recreation Services,2583
203,Geelong,2,Victoria,S,Other Services,5377
203,Geelong,2,Victoria,_T,Total,157566
204,Hume,2,Victoria,A,"Agriculture, Forestry and Fishing",6204
204,Hume,2,Victoria,B,Mining,386
204,Hume,2,Victoria,C,Manufacturing,7260
204,Hume,2,Victoria,D,"Electricity, Gas, Water and Waste Services",767
204,Hume,2,Victoria,E,Construction,8942
204,Hume,2,Victoria,F,Wholesale Trade,1722
204,Hume,2,Victoria,G,Retail Trade,7745
204,Hume,2,Victoria,H,Accommodation and Food Services,6185
204,Hume,2,Victoria,I,"Transport, Postal and Warehousing",3690
204,Hume,2,Victoria,J,Information Media and Telecommunications,520
204,Hume,2,Victoria,K,Financial and Insurance Services,1194
204,Hume,2,Victoria,L,"Rental, Hiring and Real Estate Services",807
204,Hume,2,Victoria,M,"Professional, Scientific and Technical Services",3284
204,Hume,2,Victoria,N,Administrative and Support Services,2477
204,Hume,2,Victoria,O,Public Administration and Safety,7291
204,Hume,2,Victoria,P,Education and Training,7163
204,Hume,2,Victoria,Q,Health Care and Social Assistance,12623
204,Hume,2,Victoria,R,Arts and Recreation Services,1151
204,Hume,2,Victoria,S,Other Services,2997
204,Hume,2,Victoria,_T,Total,85750
205,Latrobe - Gippsland,2,Victoria,A,"Agriculture, Forestry and Fishing",9604
205,Latrobe - Gippsland,2,Victoria,B,Mining,1310
205,Latrobe - Gippsland,2,Victoria,C,Manufacturing,8046
205,Latrobe - Gippsland,2,Victoria,D,"Electricity, Gas, Water and Waste Services",3490
205,Latrobe - Gippsland,2,Victoria,E,Construction,13863
205,Latrobe - Gippsland,2,Victoria,F,Wholesale Trade,2665
205,Latrobe - Gippsland,2,Victoria,G,Retail Trade,12016
205,Latrobe - Gippsland,2,Victoria,H,Accommodation and Food Services,8121
205,Latrobe - Gippsland,2,Victoria,I,"Transport, Postal and Warehousing",4264
205,Latrobe - Gippsland,2,Victoria,J,Information Media and Telecommunications,1106
205,Latrobe - Gippsland,2,Victoria,K,Financial and Insurance Services,1814
205,Latrobe - Gippsland,2,Victoria,L,"Rental, Hiring and Real Estate Services",1475
205,Latrobe - Gippsland,2,Victoria,M,"Professional, Scientific and Technical Services",5028
205,Latrobe - Gippsland,2,Victoria,N,Administrative and Support Services,3529
205,Latrobe - Gippsland,2,Victoria,O,Public Administration and Safety,8209
205,Latrobe - Gippsland,2,Victoria,P,Education and Training,10940
205,Latrobe - Gippsland,2,Victoria,Q,Health Care and Social Assistance,19716
205,Latrobe - Gippsland,2,Victoria,R,Arts and Recreation Services,1948
205,Latrobe - Gippsland,2,Victoria,S,Other Services,5100
205,Latrobe - Gippsland,2,Victoria,_T,Total,127425
206,Melbourne - Inner,2,Victoria,A,"Agriculture, Forestry and Fishing",1107
206,Melbourne - Inner,2,Victoria,B,Mining,665
206,Melbourne - Inner,2,Victoria,C,Manufacturing,13724
206,Melbourne - Inner,2,Victoria,D,"Electricity, Gas, Water and Waste Services",3533
206,Melbourne - Inner,2,Victoria,E,Construction,19679
206,Melbourne - Inner,2,Victoria,F,Wholesale Trade,7799
206,Melbourne - Inner,2,Victoria,G,Retail Trade,28823
206,Melbourne - Inner,2,Victoria,H,Accommodation and Food Services,29808
206,Melbourne - Inner,2,Victoria,I,"Transport, Postal and Warehousing",10659
206,Melbourne - Inner,2,Victoria,J,Information Media and Telecommunications,10337
206,Melbourne - Inner,2,Victoria,K,Financial and Insurance Services,23311
206,Melbourne - Inner,2,Victoria,L,"Rental, Hiring and Real Estate Services",6912
206,Melbourne - Inner,2,Victoria,M,"Professional, Scientific and Technical Services",60409
206,Melbourne - Inner,2,Victoria,N,Administrative and Support Services,12248
206,Melbourne - Inner,2,Victoria,O,Public Administration and Safety,23407
206,Melbourne - Inner,2,Victoria,P,Education and Training,35436
206,Melbourne - Inner,2,Victoria,Q,Health Care and Social Assistance,47267
206,Melbourne - Inner,2,Victoria,R,Arts and Recreation Services,10961
206,Melbourne - Inner,2,Victoria,S,Other Services,10317
206,Melbourne - Inner,2,Victoria,_T,Total,370901
207,Melbourne - Inner East,2,Victoria,A,"Agriculture, Forestry and Fishing",577
207,Melbourne - Inner East,2,Victoria,B,Mining,353
207,Melbourne - Inner East,2,Victoria,C,Manufacturing,8381
207,Melbourne - Inner East,2,Victoria,D,"Electricity, Gas, Water and Waste Services",1519
207,Melbourne - Inner East,2,Victoria,E,Construction,11447
207,Melbourne - Inner East,2,Victoria,F,Wholesale Trade,5746
207,Melbourne - Inner East,2,Victoria,G,Retail Trade,18305
207,Melbourne - Inner East,2,Victoria,H,Accommodation and Food Services,12119
207,Melbourne - Inner East,2,Victoria,I,"Transport, Postal and Warehousing",5238
207,Melbourne - Inner East,2,Victoria,J,Information Media and Telecommunications,3806
207,Melbourne - Inner East,2,Victoria,K,Financial and Insurance Services,12096
207,Melbourne - Inner East,2,Victoria,L,"Rental, Hiring and Real Estate Services",4294
207,Melbourne - Inner East,2,Victoria,M,"Professional, Scientific and Technical Services",25059
207,Melbourne - Inner East,2,Victoria,N,Administrative and Support Services,5193
207,Melbourne - Inner East,2,Victoria,O,Public Administration and Safety,8446
207,Melbourne - Inner East,2,Victoria,P,Education and Training,18010
207,Melbourne - Inner East,2,Victoria,Q,Health Care and Social Assistance,28157
207,Melbourne - Inner East,2,Victoria,R,Arts and Recreation Services,3357
207,Melbourne - Inner East,2,Victoria,S,Other Services,5422
207,Melbourne - Inner East,2,Victoria,_T,Total,185265
208,Melbourne - Inner South,2,Victoria,A,"Agriculture, Forestry and Fishing",698
208,Melbourne - Inner South,2,Victoria,B,Mining,481
208,Melbourne - Inner South,2,Victoria,C,Manufacturing,11845
208,Melbourne - Inner South,2,Victoria,D,"Electricity, Gas, Water and Waste Services",2151
208,Melbourne - Inner South,2,Victoria,E,Construction,17122
208,Melbourne - Inner South,2,Victoria,F,Wholesale Trade,7209
208,Melbourne - Inner South,2,Victoria,G,Retail Trade,20619
208,Melbourne - Inner South,2,Victoria,H,Accommodation and Food Services,12166
208,Melbourne - Inner South,2,Victoria,I,"Transport, Postal and Warehousing",6238
208,Melbourne - Inner South,2,Victoria,J,Information Media and Telecommunications,4684
208,Melbourne - Inner South,2,Victoria,K,Financial and Insurance Services,13958
208,Melbourne - Inner South,2,Victoria,L,"Rental, Hiring and Real Estate Services",4759
208,Melbourne - Inner South,2,Victoria,M,"Professional, Scientific and Technical Services",29015
208,Melbourne - Inner South,2,Victoria,N,Administrative and Support Services,6394
208,Melbourne - Inner South,2,Victoria,O,Public Administration and Safety,11346
208,Melbourne - Inner South,2,Victoria,P,Education and Training,22258
208,Melbourne - Inner South,2,Victoria,Q,Health Care and Social Assistance,29953
208,Melbourne - Inner South,2,Victoria,R,Arts and Recreation Services,4642
208,Melbourne - Inner South,2,Victoria,S,Other Services,6466
208,Melbourne - Inner South,2,Victoria,_T,Total,221398
209,Melbourne - North East,2,Victoria,A,"Agriculture, Forestry and Fishing",1444
209,Melbourne - North East,2,Victoria,B,Mining,440
209,Melbourne - North East,2,Victoria,C,Manufacturing,18291
209,Melbourne - North East,2,Victoria,D,"Electricity, Gas, Water and Waste Services",2631
209,Melbourne - North East,2,Victoria,E,Construction,28749
209,Melbourne - North East,2,Victoria,F,Wholesale Trade,7234
209,Melbourne - North East,2,Victoria,G,Retail Trade,24462
209,Melbourne - North East,2,Victoria,H,Accommodation and Food Services,14489
209,Melbourne - North East,2,Victoria,I,"Transport, Postal and Warehousing",13452
209,Melbourne - North East,2,Victoria,J,Information Media and Telecommunications,4233
209,Melbourne - North East,2,Victoria,K,Financial and Insurance Services,10458
209,Melbourne - North East,2,Victoria,L,"Rental, Hiring and Real Estate Services",3409
209,Melbourne - North East,2,Victoria,M,"Professional, Scientific and Technical Services",20547
209,Melbourne - North East,2,Victoria,N,Administrative and Support Services,8277
209,Melbourne - North East,2,Victoria,O,Public Administration and Safety,17199
209,Melbourne - North East,2,Victoria,P,Education and Training,24908
209,Melbourne - North East,2,Victoria,Q,Health Care and Social Assistance,39981
209,Melbourne - North East,2,Victoria,R,Arts and Recreation Services,4315
209,Melbourne - North East,2,Victoria,S,Other Services,9484
209,Melbourne - North East,2,Victoria,_T,Total,265919
210,Melbourne - North West,2,Victoria,A,"Agriculture, Forestry and Fishing",1014
