sa4_code,sa4_name,state_code,state_name,anzsic_division,anzsic_name,employed_persons
312,Mackay - Isaac - Whitsunday,3,Queensland,B,Mining,12242
312,Mackay - Isaac - Whitsunday,3,Queensland,C,Manufacturing,4496
312,Mackay - Isaac - Whitsunday,3,Queensland,D,"Electricity, Gas, Water and Waste Services",854
312,Mackay - Isaac - Whitsunday,3,Queensland,E,Construction,6957
312,Mackay - Isaac - Whitsunday,3,Queensland,F,Wholesale Trade,2701
312,Mackay - Isaac - Whitsunday,3,Queensland,G,Retail Trade,7441
312,Mackay - Isaac - Whitsunday,3,Queensland,H,Accommodation and Food Services,7207
312,Mackay - Isaac - Whitsunday,3,Queensland,I,"Transport, Postal and Warehousing",5117
312,Mackay - Isaac - Whitsunday,3,Queensland,J,Information Media and Telecommunications,283
312,Mackay - Isaac - Whitsunday,3,Queensland,K,Financial and Insurance Services,801
312,Mackay - Isaac - Whitsunday,3,Queensland,L,"Rental, Hiring and Real Estate Services",1332
312,Mackay - Isaac - Whitsunday,3,Queensland,M,"Professional, Scientific and Technical Services",3191
312,Mackay - Isaac - Whitsunday,3,Queensland,N,Administrative and Support Services,3262
312,Mackay - Isaac - Whitsunday,3,Queensland,O,Public Administration and Safety,3412
312,Mackay - Isaac - Whitsunday,3,Queensland,P,Education and Training,6014
312,Mackay - Isaac - Whitsunday,3,Queensland,Q,Health Care and Social Assistance,9718
312,Mackay - Isaac - Whitsunday,3,Queensland,R,Arts and Recreation Services,640
312,Mackay - Isaac - Whitsunday,3,Queensland,S,Other Services,3964
312,Mackay - Isaac - Whitsunday,3,Queensland,_T,Total,87547
313,Moreton Bay - North,3,Queensland,A,"Agriculture, Forestry and Fishing",2702
313,Moreton Bay - North,3,Queensland,B,Mining,1361
313,Moreton Bay - North,3,Queensland,C,Manufacturing,8077
313,Moreton Bay - North,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1454
313,Moreton Bay - North,3,Queensland,E,Construction,12934
313,Moreton Bay - North,3,Queensland,F,Wholesale Trade,2668
313,Moreton Bay - North,3,Queensland,G,Retail Trade,11207
313,Moreton Bay - North,3,Queensland,H,Accommodation and Food Services,7190
313,Moreton Bay - North,3,Queensland,I,"Transport, Postal and Warehousing",6481
313,Moreton Bay - North,3,Queensland,J,Information Media and Telecommunications,812
313,Moreton Bay - North,3,Queensland,K,Financial and Insurance Services,2209
313,Moreton Bay - North,3,Queensland,L,"Rental, Hiring and Real Estate Services",1746
313,Moreton Bay - North,3,Queensland,M,"Professional, Scientific and Technical Services",4775
313,Moreton Bay - North,3,Queensland,N,Administrative and Support Services,3986
313,Moreton Bay - North,3,Queensland,O,Public Administration and Safety,5946
313,Moreton Bay - North,3,Queensland,P,Education and Training,8407
313,Moreton Bay - North,3,Queensland,Q,Health Care and Social Assistance,17576
313,Moreton Bay - North,3,Queensland,R,Arts and Recreation Services,1207
313,Moreton Bay - North,3,Queensland,S,Other Services,4649
313,Moreton Bay - North,3,Queensland,_T,Total,110957
314,Moreton Bay - South,3,Queensland,A,"Agriculture, Forestry and Fishing",483
314,Moreton Bay - South,3,Queensland,B,Mining,1238
314,Moreton Bay - South,3,Queensland,C,Manufacturing,6082
314,Moreton Bay - South,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1432
314,Moreton Bay - South,3,Queensland,E,Construction,10745
314,Moreton Bay - South,3,Queensland,F,Wholesale Trade,2818
314,Moreton Bay - South,3,Queensland,G,Retail Trade,11032
314,Moreton Bay - South,3,Queensland,H,Accommodation and Food Services,6609
314,Moreton Bay - South,3,Queensland,I,"Transport, Postal and Warehousing",6255
314,Moreton Bay - South,3,Queensland,J,Information Media and Telecommunications,1243
314,Moreton Bay - South,3,Queensland,K,Financial and Insurance Services,3689
314,Moreton Bay - South,3,Queensland,L,"Rental, Hiring and Real Estate Services",1618
314,Moreton Bay - South,3,Queensland,M,"Professional, Scientific and Technical Services",7833
314,Moreton Bay - South,3,Queensland,N,Administrative and Support Services,3450
314,Moreton Bay - South,3,Queensland,O,Public Administration and Safety,8337
314,Moreton Bay - South,3,Queensland,P,Education and Training,9603
314,Moreton Bay - South,3,Queensland,Q,Health Care and Social Assistance,17874
314,Moreton Bay - South,3,Queensland,R,Arts and Recreation Services,1617
314,Moreton Bay - South,3,Queensland,S,Other Services,4621
314,Moreton Bay - South,3,Queensland,_T,Total,111110
315,Queensland - Outback,3,Queensland,A,"Agriculture, Forestry and Fishing",4440
315,Queensland - Outback,3,Queensland,B,Mining,4527
315,Queensland - Outback,3,Queensland,C,Manufacturing,876
315,Queensland - Outback,3,Queensland,D,"Electricity, Gas, Water and Waste Services",356
315,Queensland - Outback,3,Queensland,E,Construction,2038
315,Queensland - Outback,3,Queensland,F,Wholesale Trade,502
315,Queensland - Outback,3,Queensland,G,Retail Trade,2323
315,Queensland - Outback,3,Queensland,H,Accommodation and Food Services,1907
315,Queensland - Outback,3,Queensland,I,"Transport, Postal and Warehousing",1291
315,Queensland - Outback,3,Queensland,J,Information Media and Telecommunications,109
315,Queensland - Outback,3,Queensland,K,Financial and Insurance Services,175
315,Queensland - Outback,3,Queensland,L,"Rental, Hiring and Real Estate Services",249
315,Queensland - Outback,3,Queensland,M,"Professional, Scientific and Technical Services",554
315,Queensland - Outback,3,Queensland,N,Administrative and Support Services,900
315,Queensland - Outback,3,Queensland,O,Public Administration and Safety,3970
315,Queensland - Outback,3,Queensland,P,Education and Training,3147
315,Queensland - Outback,3,Queensland,Q,Health Care and Social Assistance,4003
315,Queensland - Outback,3,Queensland,R,Arts and Recreation Services,327
315,Queensland - Outback,3,Queensland,S,Other Services,1057
315,Queensland - Outback,3,Queensland,_T,Total,34149
316,Sunshine Coast,3,Queensland,A,"Agriculture, Forestry and Fishing",2840
316,Sunshine Coast,3,Queensland,B,Mining,2841
316,Sunshine Coast,3,Queensland,C,Manufacturing,8406
316,Sunshine Coast,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1737
316,Sunshine Coast,3,Queensland,E,Construction,22139
316,Sunshine Coast,3,Queensland,F,Wholesale Trade,3537
316,Sunshine Coast,3,Queensland,G,Retail Trade,18250
316,Sunshine Coast,3,Queensland,H,Accommodation and Food Services,16117
316,Sunshine Coast,3,Queensland,I,"Transport, Postal and Warehousing",5603
316,Sunshine Coast,3,Queensland,J,Information Media and Telecommunications,1643
316,Sunshine Coast,3,Queensland,K,Financial and Insurance Services,5184
316,Sunshine Coast,3,Queensland,L,"Rental, Hiring and Real Estate Services",3801
316,Sunshine Coast,3,Queensland,M,"Professional, Scientific and Technical Services",11668
316,Sunshine Coast,3,Queensland,N,Administrative and Support Services,6590
316,Sunshine Coast,3,Queensland,O,Public Administration and Safety,7135
316,Sunshine Coast,3,Queensland,P,Education and Training,16113
316,Sunshine Coast,3,Queensland,Q,Health Care and Social Assistance,32205
316,Sunshine Coast,3,Queensland,R,Arts and Recreation Services,3285
316,Sunshine Coast,3,Queensland,S,Other Services,7354
316,Sunshine Coast,3,Queensland,_T,Total,184539
317,Toowoomba,3,Queensland,A,"Agriculture, Forestry and Fishing",3490
317,Toowoomba,3,Queensland,B,Mining,1036
317,Toowoomba,3,Queensland,C,Manufacturing,5074
317,Toowoomba,3,Queensland,D,"Electricity, Gas, Water and Waste Services",886
317,Toowoomba,3,Queensland,E,Construction,6307
317,Toowoomba,3,Queensland,F,Wholesale Trade,1814
317,Toowoomba,3,Queensland,G,Retail Trade,7066
317,Toowoomba,3,Queensland,H,Accommodation and Food Services,4648
317,Toowoomba,3,Queensland,I,"Transport, Postal and Warehousing",2946
317,Toowoomba,3,Queensland,J,Information Media and Telecommunications,443
317,Toowoomba,3,Queensland,K,Financial and Insurance Services,1858
317,Toowoomba,3,Queensland,L,"Rental, Hiring and Real Estate Services",925
317,Toowoomba,3,Queensland,M,"Professional, Scientific and Technical Services",3586
317,Toowoomba,3,Queensland,N,Administrative and Support Services,1888
317,Toowoomba,3,Queensland,O,Public Administration and Safety,4422
317,Toowoomba,3,Queensland,P,Education and Training,8287
317,Toowoomba,3,Queensland,Q,Health Care and Social Assistance,14084
317,Toowoomba,3,Queensland,R,Arts and Recreation Services,745
317,Toowoomba,3,Queensland,S,Other Services,3166
317,Toowoomba,3,Queensland,_T,Total,75433
318,Townsville,3,Queensland,A,"Agriculture, Forestry and Fishing",3583
318,Townsville,3,Queensland,B,Mining,3618
318,Townsville,3,Queensland,C,Manufacturing,5854
318,Townsville,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1527
318,Townsville,3,Queensland,E,Construction,9011
318,Townsville,3,Queensland,F,Wholesale Trade,2107
318,Townsville,3,Queensland,G,Retail Trade,10155
318,Townsville,3,Queensland,H,Accommodation and Food Services,8022
318,Townsville,3,Queensland,I,"Transport, Postal and Warehousing",4593
318,Townsville,3,Queensland,J,Information Media and Telecommunications,824
318,Townsville,3,Queensland,K,Financial and Insurance Services,1450
318,Townsville,3,Queensland,L,"Rental, Hiring and Real Estate Services",1439
318,Townsville,3,Queensland,M,"Professional, Scientific and Technical Services",4725
318,Townsville,3,Queensland,N,Administrative and Support Services,2908
318,Townsville,3,Queensland,O,Public Administration and Safety,12754
318,Townsville,3,Queensland,P,Education and Training,10540
318,Townsville,3,Queensland,Q,Health Care and Social Assistance,18581
318,Townsville,3,Queensland,R,Arts and Recreation Services,1336
318,Townsville,3,Queensland,S,Other Services,4358
318,Townsville,3,Queensland,_T,Total,111495
319,Wide Bay,3,Queensland,A,"Agriculture, Forestry and Fishing",9275
319,Wide Bay,3,Queensland,B,Mining,2453
319,Wide Bay,3,Queensland,C,Manufacturing,7543
319,Wide Bay,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1489
319,Wide Bay,3,Queensland,E,Construction,9759
319,Wide Bay,3,Queensland,F,Wholesale Trade,1828
319,Wide Bay,3,Queensland,G,Retail Trade,11917
319,Wide Bay,3,Queensland,H,Accommodation and Food Services,7858
319,Wide Bay,3,Queensland,I,"Transport, Postal and Warehousing",3977
319,Wide Bay,3,Queensland,J,Information Media and Telecommunications,585
319,Wide Bay,3,Queensland,K,Financial and Insurance Services,1308
319,Wide Bay,3,Queensland,L,"Rental, Hiring and Real Estate Services",1439
319,Wide Bay,3,Queensland,M,"Professional, Scientific and Technical Services",3477
319,Wide Bay,3,Queensland,N,Administrative and Support Services,3372
319,Wide Bay,3,Queensland,O,Public Administration and Safety,5877
319,Wide Bay,3,Queensland,P,Education and Training,9875
319,Wide Bay,3,Queensland,Q,Health Care and Social Assistance,20502
319,Wide Bay,3,Queensland,R,Arts and Recreation Services,919
319,Wide Bay,3,Queensland,S,Other Services,4537
319,Wide Bay,3,Queensland,_T,Total,113315
397,Migratory - Offshore - Shipping (Qld),3,Queensland,A,"Agriculture, Forestry and Fishing",19
397,Migratory - Offshore - Shipping (Qld),3,Queensland,B,Mining,3
397,Migratory - Offshore - Shipping (Qld),3,Queensland,C,Manufacturing,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,D,"Electricity, Gas, Water and Waste Services",0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,E,Construction,3
397,Migratory - Offshore - Shipping (Qld),3,Queensland,F,Wholesale Trade,4
397,Migratory - Offshore - Shipping (Qld),3,Queensland,G,Retail Trade,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,H,Accommodation and Food Services,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,I,"Transport, Postal and Warehousing",0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,J,Information Media and Telecommunications,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,K,Financial and Insurance Services,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,L,"Rental, Hiring and Real Estate Services",0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,M,"Professional, Scientific and Technical Services",0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,N,Administrative and Support Services,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,O,Public Administration and Safety,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,P,Education and Training,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,Q,Health Care and Social Assistance,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,R,Arts and Recreation Services,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,S,Other Services,0
397,Migratory - Offshore - Shipping (Qld),3,Queensland,_T,Total,29
399,No usual address (Qld),3,Queensland,A,"Agriculture, Forestry and Fishing",300
399,No usual address (Qld),3,Queensland,B,Mining,89
399,No usual address (Qld),3,Queensland,C,Manufacturing,147
399,No usual address (Qld),3,Queensland,D,"Electricity, Gas, Water and Waste Services",44
399,No usual address (Qld),3,Queensland,E,Construction,319
399,No usual address (Qld),3,Queensland,F,Wholesale Trade,48
399,No usual address (Qld),3,Queensland,G,Retail Trade,216
399,No usual address (Qld),3,Queensland,H,Accommodation and Food Services,434
399,No usual address (Qld),3,Queensland,I,"Transport, Postal and Warehousing",181
399,No usual address (Qld),3,Queensland,J,Information Media and Telecommunications,37
399,No usual address (Qld),3,Queensland,K,Financial and Insurance Services,41
399,No usual address (Qld),3,Queensland,L,"Rental, Hiring and Real Estate Services",43
399,No usual address (Qld),3,Queensland,M,"Professional, Scientific and Technical Services",171
399,No usual address (Qld),3,Queensland,N,Administrative and Support Services,194
399,No usual address (Qld),3,Queensland,O,Public Administration and Safety,134
399,No usual address (Qld),3,Queensland,P,Education and Training,149
399,No usual address (Qld),3,Queensland,Q,Health Care and Social Assistance,340
399,No usual address (Qld),3,Queensland,R,Arts and Recreation Services,54
399,No usual address (Qld),3,Queensland,S,Other Services,95
399,No usual address (Qld),3,Queensland,_T,Total,3219
401,Adelaide - Central and Hills,4,South Australia,A,"Agriculture, Forestry and Fishing",2305
401,Adelaide - Central and Hills,4,South Australia,B,Mining,1781
401,Adelaide - Central and Hills,4,South Australia,C,Manufacturing,8385
401,Adelaide - Central and Hills,4,South Australia,D,"Electricity, Gas, Water and Waste Services",1976
401,Adelaide - Central and Hills,4,South Australia,E,Construction,11132
401,Adelaide - Central and Hills,4,South Australia,F,Wholesale Trade,3362
401,Adelaide - Central and Hills,4,South Australia,G,Retail Trade,13871
401,Adelaide - Central and Hills,4,South Australia,H,Accommodation and Food Services,11318
401,Adelaide - Central and Hills,4,South Australia,I,"Transport, Postal and Warehousing",4296
401,Adelaide - Central and Hills,4,South Australia,J,Information Media and Telecommunications,2261
401,Adelaide - Central and Hills,4,South Australia,K,Financial and Insurance Services,5828
401,Adelaide - Central and Hills,4,South Australia,L,"Rental, Hiring and Real Estate Services",2647
401,Adelaide - Central and Hills,4,South Australia,M,"Professional, Scientific and Technical Services",16944
401,Adelaide - Central and Hills,4,South Australia,N,Administrative and Support Services,5007
401,Adelaide - Central and Hills,4,South Australia,O,Public Administration and Safety,11152
401,Adelaide - Central and Hills,4,South Australia,P,Education and Training,16726
401,Adelaide - Central and Hills,4,South Australia,Q,Health Care and Social Assistance,27069
401,Adelaide - Central and Hills,4,South Australia,R,Arts and Recreation Services,2848
401,Adelaide - Central and Hills,4,South Australia,S,Other Services,5569
401,Adelaide - Central and Hills,4,South Australia,_T,Total,158835
402,Adelaide - North,4,South Australia,A,"Agriculture, Forestry and Fishing",3560
402,Adelaide - North,4,South Australia,B,Mining,1494
402,Adelaide - North,4,South Australia,C,Manufacturing,17736
402,Adelaide - North,4,South Australia,D,"Electricity, Gas, Water and Waste Services",2784
402,Adelaide - North,4,South Australia,E,Construction,18784
402,Adelaide - North,4,South Australia,F,Wholesale Trade,5914
402,Adelaide - North,4,South Australia,G,Retail Trade,21749
402,Adelaide - North,4,South Australia,H,Accommodation and Food Services,12358
402,Adelaide - North,4,South Australia,I,"Transport, Postal and Warehousing",11200
402,Adelaide - North,4,South Australia,J,Information Media and Telecommunications,2041
402,Adelaide - North,4,South Australia,K,Financial and Insurance Services,5001
402,Adelaide - North,4,South Australia,L,"Rental, Hiring and Real Estate Services",2136
402,Adelaide - North,4,South Australia,M,"Professional, Scientific and Technical Services",9719
402,Adelaide - North,4,South Australia,N,Administrative and Support Services,9047
402,Adelaide - North,4,South Australia,O,Public Administration and Safety,15081
402,Adelaide - North,4,South Australia,P,Education and Training,15926
402,Adelaide - North,4,South Australia,Q,Health Care and Social Assistance,33024
402,Adelaide - North,4,South Australia,R,Arts and Recreation Services,2213
402,Adelaide - North,4,South Australia,S,Other Services,8675
402,Adelaide - North,4,South Australia,_T,Total,206463
403,Adelaide - South,4,South Australia,A,"Agriculture, Forestry and Fishing",1475
403,Adelaide - South,4,South Australia,B,Mining,1987
403,Adelaide - South,4,South Australia,C,Manufacturing,10762
403,Adelaide - South,4,South Australia,D,"Electricity, Gas, Water and Waste Services",2482
403,Adelaide - South,4,South Australia,E,Construction,16747
403,Adelaide - South,4,South Australia,F,Wholesale Trade,3759
403,Adelaide - South,4,South Australia,G,Retail Trade,17880
403,Adelaide - South,4,South Australia,H,Accommodation and Food Services,11552
403,Adelaide - South,4,South Australia,I,"Transport, Postal and Warehousing",6059
403,Adelaide - South,4,South Australia,J,Information Media and Telecommunications,2009
403,Adelaide - South,4,South Australia,K,Financial and Insurance Services,6354
403,Adelaide - South,4,South Australia,L,"Rental, Hiring and Real Estate Services",2292
403,Adelaide - South,4,South Australia,M,"Professional, Scientific and Technical Services",12372
403,Adelaide - South,4,South Australia,N,Administrative and Support Services,7056
403,Adelaide - South,4,South Australia,O,Public Administration and Safety,12479
403,Adelaide - South,4,South Australia,P,Education and Training,17600
403,Adelaide - South,4,South Australia,Q,Health Care and Social Assistance,34427
403,Adelaide - South,4,South Australia,R,Arts and Recreation Services,2810
403,Adelaide - South,4,South Australia,S,Other Services,7370
403,Adelaide - South,4,South Australia,_T,Total,182662
404,Adelaide - West,4,South Australia,A,"Agriculture, Forestry and Fishing",794
404,Adelaide - West,4,South Australia,B,Mining,1061
404,Adelaide - West,4,South Australia,C,Manufacturing,8465
404,Adelaide - West,4,South Australia,D,"Electricity, Gas, Water and Waste Services",1644
404,Adelaide - West,4,South Australia,E,Construction,9731
404,Adelaide - West,4,South Australia,F,Wholesale Trade,3088
404,Adelaide - West,4,South Australia,G,Retail Trade,11633
404,Adelaide - West,4,South Australia,H,Accommodation and Food Services,8820
404,Adelaide - West,4,South Australia,I,"Transport, Postal and Warehousing",6144
404,Adelaide - West,4,South Australia,J,Information Media and Telecommunications,1496
404,Adelaide - West,4,South Australia,K,Financial and Insurance Services,4040
404,Adelaide - West,4,South Australia,L,"Rental, Hiring and Real Estate Services",1623
404,Adelaide - West,4,South Australia,M,"Professional, Scientific and Technical Services",8500
404,Adelaide - West,4,South Australia,N,Administrative and Support Services,4573
404,Adelaide - West,4,South Australia,O,Public Administration and Safety,9182
404,Adelaide - West,4,South Australia,P,Education and Training,10437
404,Adelaide - West,4,South Australia,Q,Health Care and Social Assistance,20134
404,Adelaide - West,4,South Australia,R,Arts and Recreation Services,2303
404,Adelaide - West,4,South Australia,S,Other Services,5129
404,Adelaide - West,4,South Australia,_T,Total,122985
405,Barossa - Yorke - Mid North,4,South Australia,A,"Agriculture, Forestry and Fishing",6400
405,Barossa - Yorke - Mid North,4,South Australia,B,Mining,1075
405,Barossa - Yorke - Mid North,4,South Australia,C,Manufacturing,5490
405,Barossa - Yorke - Mid North,4,South Australia,D,"Electricity, Gas, Water and Waste Services",625
405,Barossa - Yorke - Mid North,4,South Australia,E,Construction,3630
405,Barossa - Yorke - Mid North,4,South Australia,F,Wholesale Trade,1108
405,Barossa - Yorke - Mid North,4,South Australia,G,Retail Trade,4476
405,Barossa - Yorke - Mid North,4,South Australia,H,Accommodation and Food Services,3198
405,Barossa - Yorke - Mid North,4,South Australia,I,"Transport, Postal and Warehousing",2068
405,Barossa - Yorke - Mid North,4,South Australia,J,Information Media and Telecommunications,231
405,Barossa - Yorke - Mid North,4,South Australia,K,Financial and Insurance Services,560
405,Barossa - Yorke - Mid North,4,South Australia,L,"Rental, Hiring and Real Estate Services",355
405,Barossa - Yorke - Mid North,4,South Australia,M,"Professional, Scientific and Technical Services",1310
405,Barossa - Yorke - Mid North,4,South Australia,N,Administrative and Support Services,1783
405,Barossa - Yorke - Mid North,4,South Australia,O,Public Administration and Safety,2118
405,Barossa - Yorke - Mid North,4,South Australia,P,Education and Training,4061
405,Barossa - Yorke - Mid North,4,South Australia,Q,Health Care and Social Assistance,6459
405,Barossa - Yorke - Mid North,4,South Australia,R,Arts and Recreation Services,408
405,Barossa - Yorke - Mid North,4,South Australia,S,Other Services,1746
405,Barossa - Yorke - Mid North,4,South Australia,_T,Total,48741
406,South Australia - Outback,4,South Australia,A,"Agriculture, Forestry and Fishing",3858
406,South Australia - Outback,4,South Australia,B,Mining,2680
406,South Australia - Outback,4,South Australia,C,Manufacturing,2113
406,South Australia - Outback,4,South Australia,D,"Electricity, Gas, Water and Waste Services",434
406,South Australia - Outback,4,South Australia,E,Construction,2877
406,South Australia - Outback,4,South Australia,F,Wholesale Trade,653
406,South Australia - Outback,4,South Australia,G,Retail Trade,3358
406,South Australia - Outback,4,South Australia,H,Accommodation and Food Services,2491
406,South Australia - Outback,4,South Australia,I,"Transport, Postal and Warehousing",1586
406,South Australia - Outback,4,South Australia,J,Information Media and Telecommunications,119
406,South Australia - Outback,4,South Australia,K,Financial and Insurance Services,382
406,South Australia - Outback,4,South Australia,L,"Rental, Hiring and Real Estate Services",291
406,South Australia - Outback,4,South Australia,M,"Professional, Scientific and Technical Services",830
406,South Australia - Outback,4,South Australia,N,Administrative and Support Services,1189
406,South Australia - Outback,4,South Australia,O,Public Administration and Safety,2118
406,South Australia - Outback,4,South Australia,P,Education and Training,3254
406,South Australia - Outback,4,South Australia,Q,Health Care and Social Assistance,4814
406,South Australia - Outback,4,South Australia,R,Arts and Recreation Services,308
406,South Australia - Outback,4,South Australia,S,Other Services,1312
406,South Australia - Outback,4,South Australia,_T,Total,35871
407,South Australia - South East,4,South Australia,A,"Agriculture, Forestry and Fishing",13211
407,South Australia - South East,4,South Australia,B,Mining,872
407,South Australia - South East,4,South Australia,C,Manufacturing,7446
407,South Australia - South East,4,South Australia,D,"Electricity, Gas, Water and Waste Services",868
407,South Australia - South East,4,South Australia,E,Construction,6676
407,South Australia - South East,4,South Australia,F,Wholesale Trade,1874
407,South Australia - South East,4,South Australia,G,Retail Trade,8157
407,South Australia - South East,4,South Australia,H,Accommodation and Food Services,5681
407,South Australia - South East,4,South Australia,I,"Transport, Postal and Warehousing",3074
407,South Australia - South East,4,South Australia,J,Information Media and Telecommunications,429
407,South Australia - South East,4,South Australia,K,Financial and Insurance Services,939
407,South Australia - South East,4,South Australia,L,"Rental, Hiring and Real Estate Services",751
407,South Australia - South East,4,South Australia,M,"Professional, Scientific and Technical Services",2315
407,South Australia - South East,4,South Australia,N,Administrative and Support Services,2938
407,South Australia - South East,4,South Australia,O,Public Administration and Safety,3657
407,South Australia - South East,4,South Australia,P,Education and Training,5898
407,South Australia - South East,4,South Australia,Q,Health Care and Social Assistance,11224
407,South Australia - South East,4,South Australia,R,Arts and Recreation Services,824
407,South Australia - South East,4,South Australia,S,Other Services,3181
407,South Australia - South East,4,South Australia,_T,Total,83108
497,Migratory - Offshore - Shipping (SA),4,South Australia,A,"Agriculture, Forestry and Fishing",3
497,Migratory - Offshore - Shipping (SA),4,South Australia,B,Mining,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,C,Manufacturing,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,D,"Electricity, Gas, Water and Waste Services",0
497,Migratory - Offshore - Shipping (SA),4,South Australia,E,Construction,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,F,Wholesale Trade,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,G,Retail Trade,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,H,Accommodation and Food Services,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,I,"Transport, Postal and Warehousing",0
497,Migratory - Offshore - Shipping (SA),4,South Australia,J,Information Media and Telecommunications,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,K,Financial and Insurance Services,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,L,"Rental, Hiring and Real Estate Services",0
497,Migratory - Offshore - Shipping (SA),4,South Australia,M,"Professional, Scientific and Technical Services",0
497,Migratory - Offshore - Shipping (SA),4,South Australia,N,Administrative and Support Services,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,O,Public Administration and Safety,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,P,Education and Training,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,Q,Health Care and Social Assistance,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,R,Arts and Recreation Services,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,S,Other Services,0
497,Migratory - Offshore - Shipping (SA),4,South Australia,_T,Total,8
499,No usual address (SA),4,South Australia,A,"Agriculture, Forestry and Fishing",30
499,No usual address (SA),4,South Australia,B,Mining,19
499,No usual address (SA),4,South Australia,C,Manufacturing,37
499,No usual address (SA),4,South Australia,D,"Electricity, Gas, Water and Waste Services",11
499,No usual address (SA),4,South Australia,E,Construction,69
499,No usual address (SA),4,South Australia,F,Wholesale Trade,8
499,No usual address (SA),4,South Australia,G,Retail Trade,54
499,No usual address (SA),4,South Australia,H,Accommodation and Food Services,62
499,No usual address (SA),4,South Australia,I,"Transport, Postal and Warehousing",51
499,No usual address (SA),4,South Australia,J,Information Media and Telecommunications,4
499,No usual address (SA),4,South Australia,K,Financial and Insurance Services,11
499,No usual address (SA),4,South Australia,L,"Rental, Hiring and Real Estate Services",12
499,No usual address (SA),4,South Australia,M,"Professional, Scientific and Technical Services",46
499,No usual address (SA),4,South Australia,N,Administrative and Support Services,62
499,No usual address (SA),4,South Australia,O,Public Administration and Safety,36
499,No usual address (SA),4,South Australia,P,Education and Training,28
499,No usual address (SA),4,South Australia,Q,Health Care and Social Assistance,99
499,No usual address (SA),4,South Australia,R,Arts and Recreation Services,7
499,No usual address (SA),4,South Australia,S,Other Services,22
499,No usual address (SA),4,South Australia,_T,Total,724
501,Bunbury,5,Western Australia,A,"Agriculture, Forestry and Fishing",5092
501,Bunbury,5,Western Australia,B,Mining,6986
501,Bunbury,5,Western Australia,C,Manufacturing,7278
501,Bunbury,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",1485
501,Bunbury,5,Western Australia,E,Construction,8926
501,Bunbury,5,Western Australia,F,Wholesale Trade,1421
501,Bunbury,5,Western Australia,G,Retail Trade,8294
501,Bunbury,5,Western Australia,H,Accommodation and Food Services,6985
501,Bunbury,5,Western Australia,I,"Transport, Postal and Warehousing",2956
501,Bunbury,5,Western Australia,J,Information Media and Telecommunications,415
501,Bunbury,5,Western Australia,K,Financial and Insurance Services,993
501,Bunbury,5,Western Australia,L,"Rental, Hiring and Real Estate Services",1104
501,Bunbury,5,Western Australia,M,"Professional, Scientific and Technical Services",2991
501,Bunbury,5,Western Australia,N,Administrative and Support Services,2756
501,Bunbury,5,Western Australia,O,Public Administration and Safety,3965
501,Bunbury,5,Western Australia,P,Education and Training,7181
501,Bunbury,5,Western Australia,Q,Health Care and Social Assistance,10967
501,Bunbury,5,Western Australia,R,Arts and Recreation Services,988
501,Bunbury,5,Western Australia,S,Other Services,3275
501,Bunbury,5,Western Australia,_T,Total,87452
502,Mandurah,5,Western Australia,A,"Agriculture, Forestry and Fishing",503
502,Mandurah,5,Western Australia,B,Mining,4848
502,Mandurah,5,Western Australia,C,Manufacturing,3439
502,Mandurah,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",607
502,Mandurah,5,Western Australia,E,Construction,4345
502,Mandurah,5,Western Australia,F,Wholesale Trade,648
502,Mandurah,5,Western Australia,G,Retail Trade,4515
502,Mandurah,5,Western Australia,H,Accommodation and Food Services,3069
